100 9505
30 76 1
60 72 2
10 54 3
79 5 1
33 85 2
57 92 3
67 23 1
49 52 2
85 7 3
93 59 3
67 82 3
71 14 3
96 32 2
75 50 2
13 51 3
56 52 1
11 61 2
97 86 3
63 89 1
99 26 2
33 20 3
65 31 3
14 38 2
34 29 3
73 14 1
77 20 3
12 65 3
71 64 2
13 91 2
40 41 3
15 30 3
48 81 3
51 99 3
65 26 3
94 3 3
81 46 3
26 47 3
83 95 3
34 83 3
45 84 1
63 94 2
7 96 3
35 24 2
15 14 3
62 52 3
58 14 1
66 90 2
78 60 3
56 68 3
18 61 2
68 49 3
8 47 1
33 21 3
48 73 3
44 84 1
93 87 3
8 50 3
76 60 1
85 58 3
36 97 3
96 65 3
44 61 2
31 78 3
80 100 1
55 76 2
72 92 3
82 77 2
63 40 3
86 11 3
45 99 3
93 41 3
57 83 3
96 34 3
54 28 2
97 7 3
81 43 3
45 91 2
76 67 3
99 72 3
69 18 2
79 22 3
7 68 3
71 12 2
48 80 3
3 89 1
80 69 2
86 3 3
80 83 3
88 41 3
34 5 3
71 16 2
71 46 2
2 38 3
13 94 1
22 23 3
23 33 3
16 7 2
41 96 2
44 37 3
81 62 3
26 25 3
48 82 3
30 20 1
13 96 3
45 76 3
20 16 3
49 55 2
23 49 3
11 40 2
12 44 2
91 41 3
12 82 3
66 22 3
58 48 3
73 92 1
44 41 2
19 62 3
70 90 2
26 64 2
54 93 3
75 99 3
15 46 3
42 27 3
64 5 3
28 44 3
35 43 3
5 50 1
15 28 2
23 3 3
14 58 1
4 77 2
97 66 3
57 73 1
92 16 3
23 15 3
3 52 2
83 99 3
33 41 3
7 99 3
95 57 3
70 9 3
18 60 2
77 10 3
91 87 3
44 49 3
1 87 2
12 50 3
82 22 2
76 20 2
30 21 3
14 2 1
32 92 3
46 81 3
27 37 2
69 94 3
53 44 3
3 7 3
20 91 3
20 98 3
75 73 2
27 85 2
13 15 3
87 92 1
1 7 2
26 49 3
46 57 1
25 81 2
64 87 3
65 18 3
12 63 3
1 2 3
40 35 1
92 86 2
10 43 3
9 86 3
25 27 3
9 18 3
33 4 1
69 74 3
28 26 3
44 83 3
18 36 2
87 77 3
11 74 3
54 46 2
57 87 3
41 36 1
15 33 2
54 6 3
90 40 2
94 97 3
94 44 3
81 77 2
62 73 2
79 91 3
91 23 3
21 65 2
99 12 3
71 91 3
2 7 3
70 48 3
4 3 2
57 74 3
36 42 3
20 21 2
92 81 2
51 87 3
55 39 3
73 93 3
30 28 3
96 98 3
81 93 3
35 45 3
64 52 2
67 2 2
9 38 3
31 81 1
15 78 2
70 80 3
19 65 3
45 28 3
29 51 3
47 57 3
59 72 3
47 90 3
28 92 3
41 100 2
11 24 3
31 10 1
77 21 2
33 75 3
48 70 3
21 22 2
59 7 3
9 34 1
38 17 3
56 10 3
78 51 2
84 30 3
41 94 3
81 34 1
83 92 2
92 3 3
38 64 3
68 95 3
14 21 3
80 74 1
6 76 2
49 64 3
91 27 3
67 46 2
48 85 3
35 8 1
44 50 2
62 41 3
49 2 3
50 54 3
62 19 3
97 4 3
81 29 2
42 35 3
78 48 2
42 12 2
74 61 3
53 5 3
76 87 2
52 71 3
45 10 3
33 19 2
16 70 3
44 79 3
14 64 2
38 90 3
3 46 3
77 24 2
51 98 3
20 57 3
33 38 2
57 89 3
88 4 3
9 82 2
81 14 3
65 61 3
25 41 2
60 15 3
6 56 2
44 33 2
72 70 3
46 18 1
46 67 2
23 56 3
56 29 3
92 7 2
79 7 3
55 33 3
31 21 2
90 72 3
52 49 2
57 52 2
32 64 3
47 54 1
2 69 2
11 38 3
68 33 1
2 62 2
38 4 3
70 34 1
24 19 2
21 90 3
44 82 1
50 100 2
76 45 3
89 32 3
82 66 2
89 27 3
64 15 2
56 7 2
52 22 3
66 85 1
3 59 2
62 55 3
69 93 3
44 63 3
54 15 3
34 75 1
70 73 2
98 34 3
11 59 1
87 100 2
11 30 3
84 45 1
54 40 2
87 63 3
37 93 3
11 99 2
88 6 3
73 69 3
87 95 3
5 3 3
65 74 3
89 30 2
34 96 3
92 54 1
64 70 2
81 23 3
67 69 3
83 36 2
65 71 3
84 59 1
75 100 2
71 77 3
29 16 3
28 67 2
15 63 3
19 36 2
95 17 2
8 89 3
61 5 3
45 42 2
52 65 3
56 26 3
99 78 2
39 15 3
22 84 1
78 24 2
18 73 3
43 33 1
99 100 2
44 47 3
88 65 3
62 44 2
60 67 3
85 69 1
50 66 3
21 33 3
9 77 3
54 2 2
35 22 3
48 56 2
27 5 2
61 27 3
60 61 1
2 60 2
43 50 3
28 25 3
23 6 2
67 89 3
69 9 3
27 8 2
27 91 3
30 45 1
5 21 2
13 23 3
61 24 2
34 23 2
94 88 3
64 79 1
54 43 3
50 52 3
60 11 3
1 94 2
2 43 3
87 73 3
62 35 2
43 25 3
47 30 3
84 87 2
74 15 3
89 82 1
86 22 3
72 35 3
73 15 1
70 2 2
35 6 3
29 89 1
90 5 2
28 62 3
64 3 1
30 63 2
45 53 3
44 14 1
81 71 2
60 97 3
29 58 1
98 92 2
4 72 3
30 53 1
32 25 2
70 47 3
99 81 3
89 53 2
72 9 3
26 61 2
22 28 2
81 87 3
80 52 2
89 20 3
25 83 3
22 59 3
61 66 2
57 94 3
26 19 1
46 34 3
1 42 3
12 24 3
65 73 2
99 62 3
55 95 3
28 22 2
93 81 3
20 7 1
60 47 2
19 17 3
3 33 3
23 42 3
39 43 3
28 38 2
79 72 2
65 40 3
38 18 2
75 40 2
54 41 3
41 83 1
38 83 2
30 46 3
88 74 1
97 22 2
62 4 3
39 96 3
42 96 2
39 66 3
11 72 1
26 35 3
98 70 3
94 74 1
88 69 3
1 77 3
21 44 3
46 44 2
49 28 3
47 65 1
16 42 3
92 42 3
53 55 1
12 11 3
2 81 3
36 73 3
6 18 2
44 77 3
66 28 1
42 52 2
85 50 3
14 79 1
90 100 2
1 45 3
7 11 3
72 42 2
88 13 3
79 11 1
81 7 3
86 28 3
48 51 2
92 52 2
47 42 3
58 5 1
30 23 2
8 43 3
77 34 1
69 23 2
5 40 3
15 13 3
28 77 2
28 36 3
34 2 1
29 33 2
35 49 3
78 57 3
34 18 2
29 69 3
36 55 3
23 27 2
91 58 3
75 79 1
32 39 3
82 38 3
7 23 1
7 30 3
97 26 3
45 81 2
85 73 2
71 63 3
2 34 1
87 79 2
32 28 3
28 29 2
5 15 2
60 75 3
68 39 2
23 30 2
52 41 3
98 37 3
21 75 2
41 16 3
81 67 2
63 2 2
83 81 3
67 63 2
15 37 2
37 35 3
72 49 2
67 99 3
55 17 3
10 56 3
27 60 2
73 8 3
8 29 1
57 35 2
81 97 3
14 44 1
86 66 2
41 74 3
41 84 3
79 45 2
3 96 3
88 34 3
56 78 3
56 46 3
14 31 3
57 40 2
4 48 3
94 80 2
86 77 2
55 71 3
19 37 3
43 45 2
51 88 3
71 21 3
41 38 3
9 52 3
67 22 1
52 85 2
6 94 3
77 100 1
17 77 2
31 26 3
60 45 1
96 79 3
89 86 3
77 47 3
35 66 3
13 72 3
58 72 3
11 77 2
54 80 3
2 80 1
55 67 2
22 40 3
64 55 1
59 19 2
68 62 3
82 74 2
61 62 3
70 68 3
17 32 3
15 96 3
24 42 3
67 29 1
69 33 3
34 8 3
15 60 3
84 39 2
3 47 3
30 42 2
57 28 3
29 37 3
9 13 3
71 45 2
44 91 3
50 94 3
30 5 3
16 22 3
36 96 2
26 98 2
25 43 3
14 3 1
38 45 2
61 4 3
64 65 2
70 78 2
26 66 3
14 37 3
96 12 2
92 27 3
30 78 1
64 39 3
35 78 3
66 44 1
76 40 2
33 86 3
38 15 1
88 67 2
90 17 3
17 26 1
10 98 2
18 15 3
89 62 2
93 71 3
79 23 3
15 54 3
72 91 3
25 51 3
55 53 1
1 49 2
59 87 3
12 66 2
97 18 3
86 15 3
85 43 1
60 12 2
30 83 3
94 83 1
64 21 2
63 11 3
7 21 1
64 95 2
94 46 3
80 21 3
56 18 2
19 6 3
76 73 1
98 78 2
65 90 3
84 60 3
95 44 2
68 75 3
94 76 1
93 24 2
44 36 3
99 44 1
73 97 3
39 88 3
87 84 2
51 9 2
82 50 3
49 38 3
48 36 3
43 89 3
80 45 3
53 71 2
65 50 3
52 70 3
8 62 2
98 14 3
74 91 3
88 77 2
55 8 3
97 11 2
23 57 3
25 17 3
44 57 3
39 29 3
89 98 3
68 96 3
96 90 3
9 6 3
51 22 1
97 61 2
90 60 3
9 92 3
46 19 2
60 70 3
96 50 3
30 33 2
7 45 3
65 23 1
54 77 3
80 41 3
86 63 2
4 96 3
24 100 3
78 90 3
64 37 3
8 55 3
48 77 2
7 8 3
6 53 3
70 64 2
39 20 2
95 72 3
97 57 3
55 99 2
84 51 3
80 33 3
97 34 2
58 96 3
81 13 2
8 52 3
33 80 3
31 82 2
59 68 3
47 2 3
20 18 2
59 36 2
74 98 3
75 88 3
56 62 3
39 91 3
50 40 1
82 49 2
84 98 3
24 41 1
41 46 3
13 77 3
35 71 2
10 70 3
45 22 3
42 28 2
48 25 3
44 81 3
1 81 1
18 54 3
1 41 3
87 76 2
97 19 2
2 10 3
89 81 1
62 100 2
26 75 3
44 80 3
29 100 2
13 71 3
18 43 3
49 41 2
65 53 3
4 27 3
19 66 2
18 77 3
47 3 3
69 65 2
20 67 3
62 51 1
83 5 2
40 97 3
3 69 3
76 91 3
62 63 3
88 38 3
63 26 2
49 71 3
57 56 1
38 79 2
23 18 3
79 67 3
38 5 2
94 12 3
73 76 1
83 65 2
31 96 3
29 55 1
24 26 2
15 92 3
56 4 2
55 78 2
60 92 3
40 43 2
14 60 2
3 12 3
23 7 1
59 64 2
66 48 3
50 57 2
33 79 2
10 60 3
83 50 3
62 36 2
3 85 3
48 18 3
32 40 3
5 37 3
62 82 1
54 81 3
75 12 3
17 39 3
72 44 2
17 3 3
90 20 1
71 42 2
85 61 3
33 13 2
12 67 3
74 97 3
43 85 1
62 7 2
33 69 3
94 23 2
34 85 2
43 59 3
74 94 1
15 91 2
71 23 3
40 24 2
52 64 2
25 71 3
63 42 1
49 12 2
36 56 3
19 99 2
89 39 3
97 31 3
62 13 3
86 68 3
87 86 3
72 85 1
20 81 3
58 49 3
14 12 2
35 31 2
63 27 3
87 7 2
32 49 2
44 51 3
92 57 3
15 97 3
19 45 3
8 14 1
1 17 2
92 77 3
8 27 2
66 96 2
85 97 3
23 13 3
97 56 3
75 70 3
62 98 1
17 6 2
90 58 3
36 80 3
59 97 2
12 32 3
52 88 2
14 49 2
93 57 3
75 46 3
68 64 3
13 63 3
56 5 3
70 25 2
55 36 3
49 67 1
17 53 2
78 96 3
19 94 3
13 36 3
27 98 3
43 77 2
15 100 2
75 18 3
7 10 2
97 27 3
43 83 3
22 44 3
95 3 2
33 9 3
76 13 1
4 57 3
51 75 3
74 67 2
55 18 2
74 54 3
15 73 1
4 78 2
26 87 3
59 6 2
21 20 2
77 14 3
14 40 2
73 39 2
83 80 3
41 11 2
33 76 2
65 25 3
7 9 2
4 59 2
55 22 3
73 82 3
15 64 2
21 85 3
64 96 2
73 41 3
81 56 3
17 4 3
49 4 3
3 54 3
10 71 3
91 2 2
65 46 3
99 82 2
60 57 2
84 29 3
27 34 2
62 72 2
60 26 3
73 98 3
60 42 3
50 62 3
70 62 2
28 5 2
31 72 3
69 95 2
88 63 2
75 61 3
70 96 1
14 19 2
14 15 3
36 100 1
92 71 2
86 13 3
61 11 2
29 83 2
93 23 3
97 13 2
25 12 2
84 82 3
50 87 1
12 83 2
37 56 3
4 23 3
12 56 2
62 30 3
58 54 1
62 18 3
93 31 3
51 55 3
64 41 2
47 18 3
19 69 3
22 37 2
87 4 3
10 87 2
20 42 3
41 13 3
56 13 2
5 83 2
32 11 3
60 27 2
2 73 3
8 16 3
67 35 2
56 80 3
79 90 3
94 63 2
57 48 2
12 79 3
88 96 3
6 67 2
65 22 3
9 80 1
60 25 3
54 86 3
70 44 2
31 85 3
26 32 3
31 47 1
96 45 2
91 64 3
86 70 3
13 100 2
14 87 3
16 47 2
95 37 3
5 84 3
85 94 1
73 24 2
53 29 3
83 19 1
92 96 2
54 53 3
44 16 2
56 43 2
99 88 3
30 98 1
61 74 3
98 51 3
27 84 1
24 20 2
38 88 3
71 2 1
24 51 2
53 21 3
80 39 3
1 13 2
26 86 3
24 6 2
24 96 2
68 10 3
31 60 1
5 42 3
20 23 3
1 33 1
89 45 2
80 66 3
47 60 2
1 74 2
85 99 3
80 28 3
73 70 2
61 65 3
91 38 1
63 78 2
71 94 3
34 69 1
47 58 3
37 54 3
51 13 3
56 48 2
12 17 3
76 57 3
27 69 2
52 46 3
41 24 1
34 87 2
37 19 3
45 54 3
58 66 2
12 62 3
3 63 1
80 14 2
40 51 3
49 54 1
60 83 2
8 81 3
79 69 2
45 64 2
51 25 3
7 71 3
70 50 2
90 32 3
73 64 3
41 19 2
66 31 3
97 89 1
94 98 2
54 97 3
67 11 3
22 20 2
7 2 3
86 55 1
29 66 3
91 19 3
46 14 1
7 31 3
79 61 3
45 83 1
13 44 3
3 97 3
38 16 1
58 40 3
85 46 3
69 28 1
54 73 2
95 66 3
79 4 2
67 95 3
90 75 3
18 68 2
77 8 3
61 21 3
27 62 2
91 32 2
14 72 3
37 12 1
64 35 2
4 14 3
1 31 1
79 57 3
4 73 3
75 17 2
17 43 3
89 2 3
7 39 1
6 50 3
78 49 3
55 16 3
32 61 3
10 8 3
16 23 1
91 94 2
91 28 3
72 13 3
41 44 2
90 78 3
50 19 1
66 11 2
58 10 3
92 2 3
45 69 2
2 29 3
83 15 2
39 49 2
47 94 3
79 31 2
26 20 3
14 56 3
35 97 3
56 99 2
58 84 3
71 53 2
35 67 2
83 44 3
36 70 3
64 22 3
15 9 3
74 10 2
29 87 2
90 12 3
33 67 2
79 39 2
39 55 3
54 67 2
7 80 2
23 79 3
16 6 3
81 70 2
49 13 3
92 6 3
88 15 2
82 36 3
15 27 2
41 59 2
77 63 3
7 93 1
31 67 2
45 94 3
58 45 1
84 38 3
84 93 3
9 81 2
67 26 3
81 8 3
2 45 2
62 20 2
89 96 3
34 61 2
45 47 3
88 66 3
20 49 1
20 31 2
46 51 3
53 79 3
71 52 3
24 16 3
39 13 2
35 94 2
97 51 3
50 5 1
92 50 2
37 64 3
26 73 1
99 86 3
48 68 3
39 57 2
12 48 3
62 22 3
10 92 3
77 57 2
88 75 3
64 17 2
93 85 3
70 84 3
68 28 3
29 86 2
7 48 3
81 69 1
4 58 3
92 32 3
70 30 3
34 97 2
11 83 3
3 42 1
51 48 2
61 94 3
11 19 1
18 74 2
39 100 3
85 9 2
83 31 2
86 34 3
51 90 1
12 71 2
69 87 3
37 69 3
13 32 2
35 30 3
73 47 2
10 100 2
1 27 3
76 71 1
73 59 3
1 18 3
50 28 3
49 51 2
35 16 3
58 86 1
57 84 3
49 33 3
84 52 2
86 26 3
50 76 3
70 66 1
77 26 3
16 87 3
6 97 1
78 10 2
30 52 3
19 54 2
6 12 3
99 43 3
75 54 1
92 85 3
1 100 3
45 65 1
40 53 3
23 32 3
32 43 1
20 40 3
95 28 3
26 14 1
21 74 3
6 92 3
89 72 3
12 23 3
26 58 3
68 90 3
74 30 2
17 98 3
75 78 3
67 91 2
46 95 3
16 83 1
81 32 3
51 59 3
3 23 3
22 9 2
53 94 3
14 85 3
27 88 2
93 55 3
6 26 1
51 6 3
38 41 3
46 11 1
35 27 3
81 66 3
75 35 2
18 63 2
32 99 3
24 53 3
28 96 3
40 63 3
3 2 3
90 41 3
25 29 3
99 18 3
34 86 3
35 14 3
35 48 1
37 27 2
66 10 3
93 27 2
15 79 3
39 46 3
94 2 1
3 73 2
75 20 3
70 22 3
68 18 2
4 34 3
24 28 2
29 95 2
22 27 3
81 11 2
79 84 2
6 22 3
94 42 2
58 87 3
88 10 3
49 79 3
25 99 2
70 97 3
80 65 1
4 92 3
93 68 3
49 7 3
54 27 3
56 58 3
46 54 2
87 33 2
30 73 3
34 24 2
24 70 2
17 70 3
84 7 1
36 85 3
98 39 3
88 50 1
45 70 2
70 51 3
15 11 3
75 69 2
5 96 3
59 26 2
57 49 2
82 12 3
31 66 3
28 42 2
93 20 3
27 67 1
12 38 3
5 23 3
27 22 3
92 91 2
70 46 3
90 71 1
25 97 2
95 49 3
28 20 1
89 84 3
95 98 3
11 86 3
75 47 2
89 57 3
50 91 1
42 97 2
54 90 3
76 54 1
91 45 2
31 65 3
12 22 2
6 60 3
79 95 3
67 88 2
3 25 2
49 21 3
20 6 1
55 90 2
45 25 3
93 43 1
24 60 2
47 45 3
34 92 3
38 28 2
67 50 3
21 40 1
17 46 2
51 67 3
16 97 2
5 33 2
26 28 3
3 18 1
11 98 3
42 70 3
78 22 3
99 66 2
85 31 3
88 9 3
67 37 2
59 75 3
52 63 1
74 39 2
16 34 3
66 6 3
40 30 3
7 85 3
13 55 1
52 15 2
3 28 3
79 68 1
8 18 2
74 96 3
53 28 2
40 72 3
53 97 3
57 54 3
73 48 3
20 65 3
6 21 2
73 74 2
31 94 3
90 99 2
76 9 2
22 70 3
21 18 1
73 94 2
23 22 3
97 85 3
39 19 3
26 62 3
36 2 2
44 55 2
44 4 3
85 27 2
49 60 2
34 54 3
87 55 2
96 49 2
8 57 3
80 95 2
58 8 3
3 17 3
98 99 1
81 82 2
81 2 3
14 67 3
70 3 2
86 49 3
31 90 2
74 12 2
38 10 3
13 43 2
40 61 2
30 99 3
7 59 3
48 4 3
85 49 3
71 67 2
82 98 2
66 55 3
37 68 3
63 84 2
93 37 3
22 67 1
83 93 2
46 20 3
90 91 1
45 73 2
12 33 3
78 58 3
38 27 2
71 13 3
36 83 2
23 85 3
88 59 3
62 32 1
32 44 2
40 17 3
50 47 1
55 15 2
23 95 3
9 73 3
37 87 2
22 66 3
65 77 1
61 77 2
40 31 3
63 37 1
37 92 2
7 38 3
22 54 3
11 85 2
22 30 3
54 55 3
61 100 2
26 55 3
65 15 2
18 58 2
71 74 3
9 50 2
85 20 2
64 78 3
27 30 2
68 97 2
41 14 3
76 23 2
97 29 2
68 65 3
56 2 2
66 69 2
82 94 3
50 89 3
94 40 2
27 95 3
97 9 2
81 22 3
18 14 3
73 29 3
39 25 3
18 59 3
93 8 2
45 2 2
18 97 3
14 91 2
66 99 2
7 13 3
84 66 3
97 48 2
88 11 3
24 63 1
95 69 2
93 67 3
97 88 2
23 90 2
65 82 3
99 28 2
22 8 2
86 62 3
71 57 2
39 44 3
18 33 3
60 16 1
21 57 2
3 51 3
94 75 2
47 96 3
90 67 3
67 65 1
75 37 2
88 18 3
19 56 3
11 70 2
32 37 3
74 55 3
19 58 2
68 20 3
68 31 2
95 29 2
56 51 3
86 40 1
56 11 2
38 35 3
41 58 3
70 38 2
64 73 3
89 64 2
84 3 2
96 62 3
16 78 3
3 65 2
76 46 3
86 17 3
12 9 2
59 71 3
18 93 2
67 24 2
35 82 3
20 5 2
4 45 2
76 44 3
57 10 1
2 53 2
91 11 3
53 50 1
72 21 2
69 46 3
57 82 2
63 39 3
6 81 3
10 67 3
20 13 3
14 59 3
13 92 3
8 96 2
60 84 3
72 36 1
55 52 2
43 31 3
99 96 3
66 46 2
93 98 3
43 10 3
10 95 2
34 36 3
35 69 2
74 64 2
60 37 3
6 46 2
56 28 2
88 76 3
90 45 3
84 20 2
4 43 3
93 78 2
18 20 2
27 90 3
40 64 3
39 8 3
91 96 3
49 45 3
15 35 2
84 76 3
45 9 1
79 60 2
6 52 3
28 78 1
29 93 3
80 26 3
71 80 3
3 100 2
56 42 3
95 93 2
30 96 2
61 28 3
7 25 2
58 60 2
46 49 3
86 75 2
60 100 2
51 7 3
69 66 2
46 100 2
23 47 3
15 98 2
85 26 3
91 39 3
2 21 3
51 26 3
53 40 3
59 98 1
87 13 2
5 53 3
28 34 2
87 20 2
61 95 3
82 78 2
24 71 2
17 27 3
93 11 3
14 93 3
56 21 3
83 75 2
36 53 2
17 82 3
19 87 2
71 37 2
94 99 3
26 63 2
25 21 3
31 17 3
75 95 2
16 74 2
53 33 3
61 31 1
31 38 2
96 25 3
67 49 1
76 61 2
21 28 3
20 37 3
95 53 2
69 88 3
34 58 2
32 9 2
11 7 3
59 84 1
4 100 2
25 68 3
35 64 2
68 17 2
48 58 3
49 97 1
61 40 2
79 96 3
55 57 1
97 91 3
70 10 3
60 91 2
9 33 3
82 6 3
75 45 1
74 93 3
68 66 3
71 81 2
83 89 2
39 85 3
49 47 1
3 43 2
79 73 3
38 39 2
89 44 2
93 91 3
34 64 3
18 38 2
25 91 3
91 69 3
88 53 3
82 27 3
16 10 2
40 22 3
75 84 3
78 59 2
20 25 2
31 37 3
50 44 2
29 85 2
94 32 3
23 67 1
15 4 3
5 7 3
89 52 2
55 62 3
84 28 3
43 26 2
51 82 2
79 3 3
7 84 1
88 68 2
35 4 3
31 43 3
92 61 2
42 5 3
9 48 3
28 98 3
37 23 3
72 11 1
6 78 3
93 14 3
66 24 1
73 58 2
99 75 3
3 45 2
91 42 2
57 58 3
67 44 1
20 10 2
47 72 3
66 93 3
80 70 3
64 90 3
87 97 3
48 31 3
41 61 3
87 48 1
69 4 2
47 99 3
65 67 1
46 45 2
22 78 3
46 53 3
70 12 2
41 93 3
81 42 3
26 4 3
58 11 3
27 57 3
95 78 2
68 100 3
5 13 1
58 82 2
28 13 3
30 6 1
34 90 2
2 11 3
97 20 1
24 67 2
28 86 3
60 31 1
8 84 3
71 44 3
85 39 3
53 6 3
38 86 3
34 52 1
41 3 2
40 20 3
79 51 3
94 92 2
26 11 3
61 69 1
50 41 3
84 23 3
14 66 2
39 30 2
96 99 3
48 62 3
98 58 3
26 68 3
82 48 3
88 46 2
77 18 3
85 37 2
72 93 2
55 7 3
21 43 1
11 82 2
74 13 3
73 84 2
27 96 2
55 28 3
35 62 2
56 63 3
90 25 3
87 6 2
21 45 3
75 3 3
9 12 2
3 26 2
11 84 3
77 65 1
8 42 2
37 98 3
42 85 3
26 24 2
96 26 3
2 9 3
27 82 3
46 28 3
4 19 2
27 99 2
26 9 3
50 48 2
21 77 2
83 37 3
72 57 1
13 6 2
49 44 3
91 86 3
15 86 3
88 70 3
86 96 1
9 11 2
10 64 3
78 27 1
71 34 3
19 49 3
99 49 2
3 55 2
31 28 3
6 47 2
36 66 3
80 64 3
50 53 1
61 58 2
21 2 3
20 61 1
42 22 3
37 47 3
4 65 3
75 49 2
76 10 3
88 44 1
30 37 2
85 80 3
93 54 3
26 81 2
10 36 3
95 35 1
60 33 3
62 80 3
46 76 3
39 3 2
90 48 3
36 58 1
38 31 2
11 3 3
91 73 3
36 74 2
66 53 3
24 97 3
35 57 2
3 58 3
59 3 2
78 26 2
59 91 3
95 11 1
46 47 2
39 99 3
8 3 3
7 32 2
8 100 3
34 44 1
72 32 2
18 99 3
17 45 2
35 42 3
79 82 3
60 24 2
51 61 2
77 78 3
51 29 3
96 73 3
31 51 3
69 61 1
14 53 3
72 33 3
9 98 1
61 8 2
85 90 3
85 53 3
95 88 3
55 81 3
52 12 3
36 59 2
68 26 3
71 8 3
44 52 3
38 6 3
15 19 3
46 91 2
36 31 3
17 57 1
65 58 2
9 26 3
34 22 1
75 98 2
63 45 3
65 10 1
5 38 2
11 89 3
48 47 3
59 52 3
41 85 3
11 20 1
69 60 2
44 22 3
6 73 2
82 3 3
8 31 3
33 42 1
83 30 3
98 66 3
77 31 3
88 60 3
22 77 3
97 39 3
46 6 2
14 23 3
6 33 1
16 58 2
41 47 3
11 56 2
47 71 2
54 8 3
89 14 2
59 27 3
50 10 3
20 84 2
30 44 3
26 85 3
56 64 1
14 83 2
61 53 3
54 37 3
19 74 2
9 70 3
17 99 3
30 3 2
25 64 3
85 29 2
3 95 2
59 93 3
67 27 1
11 33 2
57 27 3
47 49 1
46 88 2
60 5 3
80 4 3
38 75 2
87 91 3
57 37 3
11 66 2
59 49 3
43 55 1
69 79 2
72 31 3
10 53 1
68 57 2
75 74 3
61 14 1
46 40 2
13 2 3
28 65 1
40 28 2
8 44 3
46 98 3
64 89 2
35 36 3
58 53 2
92 83 2
25 86 3
62 15 1
76 63 2
17 31 3
5 22 3
32 86 2
29 59 3
4 36 2
97 30 3
87 5 3
45 12 1
22 15 2
61 88 3
42 59 1
69 12 2
32 79 3
79 75 1
75 36 3
73 60 3
73 44 3
68 48 3
41 4 3
55 12 1
27 19 3
93 29 3
58 52 2
91 36 3
8 56 3
92 74 3
36 19 2
57 16 3
5 58 1
80 78 2
98 81 3
49 61 1
74 100 2
84 12 3
36 49 2
19 32 2
76 11 3
48 87 1
63 66 3
50 27 3
68 11 2
56 33 2
52 36 3
51 12 2
47 36 3
24 58 3
24 45 2
51 58 3
93 34 3
82 40 3
46 59 3
71 100 3
80 47 3
37 59 3
91 3 3
31 34 2
41 43 2
78 75 3
51 41 3
78 42 2
59 12 3
1 48 1
74 14 2
2 59 3
30 94 2
29 42 2
48 71 3
9 21 2
54 44 2
68 32 3
90 56 3
71 18 3
73 4 3
2 15 2
75 9 2
97 74 3
77 37 1
7 29 2
35 73 3
87 11 1
